code,name,date,headline,article
CSCO,Cisco Systems Inc,20160817,Cisco to cut 5 500 jobs in shift from switches to software ,SAN FRANCISCO Cisco Systems Inc said it would cut nearly 7 percent of its workforce  posting charges of up to $400 million in its first quarter  as the world's largest networking gear maker shifts focus from its legacy hardware towards higher-margin software.
CSCO,Cisco Systems Inc,20160729,BRIEF-Cisco Systems' board adopts amendments to its amended bylaws ,* Says on July 28  2016  board adopted amendments to Cisco'S amended and restated bylaws to implement proxy access
CSCO,Cisco Systems Inc,20160718,BRIEF-Eurotech to develop vertical solutions with Cisco software ,* Signs an indirect solutions technology integrator agreement with Cisco
CSCO,Cisco Systems Inc,20160628,Thales aims at boosting its revenue in cybersecurity with Cisco ,PARIS  June 28 French electronics group Thales  aims to increase its revenues by hundreds of millions of euros in the cybersecurity field through a strategic agreement it has signed with Cisco Systems  it said on Tuesday.
CSCO,Cisco Systems Inc,20160623,Arista infringes Cisco networking patents  U.S. trade agency rules ,NEW YORK Network equipment maker Cisco Systems Inc won a key victory in a sprawling legal battle with rival Arista Networks Inc on Thursday after the U.S. International Trade Commission ruled Arista infringed three of Cisco's patents with its ethernet switches used in computer data centers and servers.
CSCO,Cisco Systems Inc,20160614,Cisco invests 15 mln dollars in Israeli storage firm Elastifile ,JERUSALEM Cisco Systems  has invested $15 million in Israeli storage software start-up Elastifile  bringing total investment this year to $50 million  Elastifile said on Tuesday.
CSCO,Cisco Systems Inc,20160606,BRIEF-Cisco Systems declares quarterly dividend $0.26/shr ,* Cisco Systems Inc says board of directors declared a quarterly dividend of $0.26 per common share
CSCO,Cisco Systems Inc,20160602,BRIEF-Cisco and IBM to collaborate to provide instant internet of things insight at edge of network ,* Announced collaboration with IBM to provide instant internet of things insight at the edge of the network
CSCO,Cisco Systems Inc,20160518,Cisco's forecast tops Wall Street estimates; shares rise ,Network equipment maker Cisco Systems Inc reported better-than-expected results and gave an upbeat forecast for the current quarter  sending its shares up about 7 percent in extended trading.
CSCO,Cisco Systems Inc,20160512,Cisco ordered to pay $23.7 mln for infringing network patents ,By Andrew Chung A federal jury on Thursday ordered Cisco Systems Inc to pay a California research institute $23.7 million for infringing patents for detecting suspicious activity on computer networks.
CSCO,Cisco Systems Inc,20160419,Hyundai Motor  Cisco to team up on Internet-connected car technology ,"SEOUL Hyundai Motor said on Tuesday that it will partner with Cisco Systems to develop Internet-connected car technology  part of the automaker's push to develop ""high-performing computers on wheels""."
CSCO,Cisco Systems Inc,20160412,BRIEF-H-Farm signs agreement with Cisco for industry acceleration programs ,* Said on Monday it signed an agreement with Cisco  for 5 industry acceleration programs to assist Italian companies with the process of digital transformation
CSCO,Cisco Systems Inc,20160318,Cisco to invest $100 mln in India's digital push ,NEW DELHI Cisco Systems Inc will invest over $100 million in India to support the country's ambitious plan to connect thousands of its villages to the internet and create jobs  Executive Chairman John Chambers said on Friday.
CSCO,Cisco Systems Inc,20160302,Cisco buying Israel's Leaba Semiconductor for $320 million ,TEL AVIV Cisco Systems  said on Wednesday it plans to acquire Israel's Leaba Semiconductor  a designer of networking chips  for $320 million in cash plus additional incentives to retain employees.
CSCO,Cisco Systems Inc,20160224,BRIEF-Ericsson and Cisco win order from Vodafone Portugal ,* Ericsson and Cisco partner to transform Vodafone Portugal IP mobile backhaul
CSCO,Cisco Systems Inc,20160222,BRIEF-Ericsson  Cisco show first fruits of partnership ,BARCELONA  Feb 22 Ericsson and Cisco  said on Monday they will offer Ericsson's network service management tools  the first fruits of their partnership announced late last year
CSCO,Cisco Systems Inc,20160216,Cisco inks cloud sales deal with Pivotal ,SAN FRANCISCO Cisco Systems Inc  has struck a deal with Pivotal Software Inc to offer each other's products in the cloud arena  a sign the giant network company is looking to work with others as it tries to build its presence in one of the fastest-growing areas of computing.
CSCO,Cisco Systems Inc,20160211,Earnings bolster Cisco  but raise concerns for broader IT spending ,SAN FRANCISCO Networking giant Cisco Systems Inc reported it is weathering a global slowdown in information-technology spending  but signs potential customers are putting some projects on hold exacerbated concerns about broader IT growth.
CSCO,Cisco Systems Inc,20160210,Cisco beats profit estimates  adds $15 billion to buyback ,Network equipment maker Cisco Systems Inc reported a bigger-than-expected quarterly profit  helped by higher demand for its routers and security products  and added $15 billion to its share buyback program.
CSCO,Cisco Systems Inc,20160204,Cisco to pay $1.4 billion for Internet of Things firm Jasper ,Cisco Systems Inc said on Wednesday it was buying Jasper Technologies Inc  a startup that connects devices like cars and medical devices to the Internet  for $1.4 billion in cash and equity awards  its largest acquisition since 2013.
CSCO,Cisco Systems Inc,20160203,Cisco to pay $1.4 bln for Internet of Things firm Jasper ,Feb 3 Cisco Systems Inc said on Wednesday it was buying Jasper Technologies Inc  a startup that connects devices like cars and medical devices to the Internet  for $1.4 billion in cash and equity awards  its largest acquisition since 2013.
CSCO,Cisco Systems Inc,20160129,Commil scolds Federal Circuit for wasting time  resources after Cisco wins again ,A patent holder in a years-long fight with Cisco Systems Inc has scolded a U.S. appeals court for wasting time and money ruling on an issue that was eventually reversed by the U.S. Supreme Court  only to later throw out the case on completely different grounds.
CSCO,Cisco Systems Inc,20151228,Cisco wins U.S. patent dispute over wifi technology ,NEW YORK Cisco Systems Inc did not infringe a patent holding company's wifi technology  a U.S. appeals court ruled on Monday  reversing a near $64-million judgment against the networking equipment maker in the long-running patent dispute.
CSCO,Cisco Systems Inc,20151221,Cisco reviews code after Juniper breach; more scrutiny expected ,BOSTON Networking equipment maker Cisco Systems Inc said on Monday it has launched a product review to look for tampering after rival Juniper Networks Inc's disclosure it found code in firewall software that made in vulnerable to cyber attacks.
CSCO,Cisco Systems Inc,20151216,Tesla rival NextEV hires former Cisco tech chief Padmasree Warrior ,Chinese electric car company NextEV has hired Cisco Systems Inc's former tech head  Padmasree Warrior  as its chief development officer and the chief executive of its U.S. unit.
CSCO,Cisco Systems Inc,20151209,Philips in lighting partnerships with Cisco  SAP and Bosch ,AMSTERDAM Philips  has entered strategic partnerships with Cisco   SAP  and Bosch [ROBG.UL] under which each will jointly market networking systems using Philips programmable lights.
CSCO,Cisco Systems Inc,20151207,Cisco chairman promises 'win-win' deal with China over network control ,DUBAI Cisco’s  executive chairman on Monday declined to say whether it would cede to China’s demands to be able to control equipment deployed in the world’s largest internet market  instead pledging to find a “win-win” solution.
CSCO,Cisco Systems Inc,20151204,Cisco wins chance to trim $16 mln patent payout to Australian research agency ,The more than $16 million that Cisco Systems Inc was ordered to pay to Australia's national science agency for infringing a wifi patent is too high because a Delaware judge's damages award did not account for the patent's adoption as an international standard  a U.S. appeals court said on Thursday.
CSCO,Cisco Systems Inc,20151120,UPDATE 1-Cisco to buy UK-based Acano to boost enterprise business ,Nov 20 Cisco Systems Inc said it would buy UK-based Acano Ltd for $700 million in cash and equity awards  amid slowing order growth and weakness in the U.S. network gear maker's enterprise business outside the United States.
CSCO,Cisco Systems Inc,20151116,NORDIC STOCKS - Factors to watch on Nov 16 ,The following stocks may be affected by newspaper reports and other factors on Monday:
CSCO,Cisco Systems Inc,20151112,Cisco second-quarter forecast misses on order slowdown ,Network equipment maker Cisco Systems Inc's  forecast adjusted profit and revenue growth for the second quarter below analysts' estimates  citing a slowdown in order growth and weakness in its enterprise business outside the United States.
CSCO,Cisco Systems Inc,20151111,Cisco  Ericsson reveal bigger ambitions for revenues in new partnership ,BARCELONA The $1 billion in added revenue Cisco  and Ericsson  each expect to see by 2018 from their new partnership to build next-generation networks is just the beginning  top executives said on Wednesday.
CSCO,Cisco Systems Inc,20151110,Ericsson cuts market growth view  looks beyond networks ,STOCKHOLM Ericsson   the world's biggest mobile network equipment maker  pared back its market growth forecast on Tuesday  but said it could expand beyond its mainstay networks business  aided by a new deal with data network supplier Cisco.
CSCO,Cisco Systems Inc,20151109,BRIEF-Ericsson ceo says strategic partnership with Cisco its biggest so far ,"* Ericsson CEO says strategic partnership with Cisco its biggest so far  ""you cannot even compare it"".  Source text for Eikon:  Further company coverage:"
CSCO,Cisco Systems Inc,20151027,Cisco buys Lancope for $452 million in latest security deal ,Networking company Cisco Systems Inc  added to its small but growing security portfolio on Tuesday  saying it was acquiring privately held Lancope  which helps protect networks from cyber security breaches.
CSCO,Cisco Systems Inc,20151008,Big Cisco bet on France offers relief from Air France fiasco ,PARIS Still reeling from front page images of shirtless Air France executives fleeing angry workers  the French government got a welcome boost on Thursday for its campaign to attract foreign investment from U.S. tech group Cisco.
CSCO,Cisco Systems Inc,20151006,Cisco security researchers disable big distributor of 'ransomware' ,SAN FRANCISCO Cisco Systems Inc said it had managed to disrupt the spread of one of the most pernicious systems for infecting Internet users with malicious software such as so-called ransomware  which demands payment for decrypting users' data.
CSCO,Cisco Systems Inc,20150924,BRIEF-Technicolor receives approval to take over CPE Division from Cisco Systems - ACM ,* Technicolor is allowed to take over CPE Division from Cisco Systems  ACM decided Wednesday  Source text: http://bit.ly/1MrsxWG Further company coverage:    (Gdynia Newsroom)
CSCO,Cisco Systems Inc,20150916,Cisco router break-ins bypass cyber defenses ,"FRANKFURT (Company corrects the 15th paragraph beginning ""The malicious programme..."" to clarify that the nickname SYNful refers to the signal routers sent to open up communication with other routers  rather than how the implanted software jumps between routers.)"
CSCO,Cisco Systems Inc,20150915,BRIEF-Technicolor acquires The Mill ,* Acquires London-based visual effects advertising company The Mill for 259 million euros ($291.8 million) on a debt-free basis
CSCO,Cisco Systems Inc,20150831,Apple partners with Cisco to boost enterprise business ,Apple Inc on Monday teamed up with network gear maker Cisco Systems Inc to improve the performance of its iPad and iPhone devices on Cisco's corporate network.
CSCO,Cisco Systems Inc,20150817,UPDATE 2-OMERS tech fund raises C$260 million from Cisco  Bank of Montreal ,TORONTO  Aug 17 OMERS Ventures  one of Canada's biggest venture-capital firms  said on Monday it has raised about C$260 million ($200 million) for a second fund to invest mainly in early-stage technology companies.
CSCO,Cisco Systems Inc,20150813,Wall St. ends flat as energy shares drop with oil ,U.S. stocks finished flat on Thursday as a drop in energy shares offset a rebound in retail sales and stronger-than-expected Cisco results.
CSCO,Cisco Systems Inc,20150812,Strong U.S. sales help Cisco beat estimates ,Network equipment maker Cisco Systems Inc  reported higher-than-expected quarterly revenue and profit as strong demand for its products in the United States more than offset weakness elsewhere.
CSCO,Cisco Systems Inc,20150806,Internet firms to be subject to new cybersecurity rules in EU ,Internet firms such as Cisco  Google  and Amazon will be subject to a new EU cybersecurity law forcing them to adopt tough security measures and possibly report serious breaches to national authorities  according to a document seen by Reuters.
CSCO,Cisco Systems Inc,20150721,BRIEF-Amper finalises debt restructuring agreement with Cisco ,* Said on Monday that the debt restructuring agreement that was signed by the company on July 16 was also signed by Cisco on July 20
CSCO,Cisco Systems Inc,20150716,BRIEF-Amper to finalize debt restructuring with Cisco shortly ,* Says to sign an agreement of payments with Cisco on its end today
CSCO,Cisco Systems Inc,20150713,BlackBerry names Cisco veteran as new global head of sales ,TORONTO BlackBerry Ltd named Carl Wiese as head of global sales on Monday  an appointment that comes at a critical juncture for the smartphone industry pioneer  which needs to spur top-line growth in order for its turnaround efforts to succeed.
CSCO,Cisco Systems Inc,20150624,GM to test Cisco technology for sharing road safety spectrum ,"WASHINGTON General Motors Co plans to begin testing new Cisco Systems Inc technology that could allow ""talking"" cars to share radio communication bands with roadside Wi-Fi devices  a GM executive told U.S. lawmakers."
CSCO,Cisco Systems Inc,20150618,BRIEF-Cisco chief: achieving 5 pct of total revenues from India in 5 yrs seems possible ,* Outgoing CEO Chambers says achieving 5 percent of total revenues from India in five years 'seems like a reality now'
CSCO,Cisco Systems Inc,20150617,U.S. tech firm Cisco to invest $10 billion in China expansion ,BEIJING Cisco  plans to invest more than $10 billion in China along with local business partners over the next several years  the U.S. network equipment maker said on Wednesday  as it seeks to shore up its position against strong domestic rivals.
CSCO,Cisco Systems Inc,20150608,CORRECTED-BRIEF- Cisco says Sprint to deploy Cisco hardware for intelligent Wi-Fi network ,"(Corrects headline to ""for intelligent Wi-Fi network"" from ""to construct and manage an intelligent"")  June 8 Cisco Systems Inc :   * Cisco  Sprint  and Kansas City  announce agreement to deploy smart+connected city framework   * Says Sprint will deploy Cisco hardware to construct and manage an intelligent wi-fi network   * Source text for Eikon    * Further company coverage"
CSCO,Cisco Systems Inc,20150605,Italtel eyes sale to private equity investor this summer - CEO ,MILAN Italian telecoms equipment and software supplier Italtel has hired investment bank JP Morgan  to seek buyers  in particular among private equity funds  and expects to reach a deal this summer  its chief executive told Reuters on Friday.
CSCO,Cisco Systems Inc,20150528,BRIEF-Bluegrace United investment in Amper conditional upon closure of negotiations with Cisco ,* Said on Wednesday that Bluegrace United Ltd had not provided the proof for availability of funds to take part in Amper capital increase  as it decided not to carry out its investment until the negotiations with Cisco are completed
CSCO,Cisco Systems Inc,20150527,Scalia says Cisco ruling by high court will increase power of 'patent trolls' ,"NEW YORK U.S. Supreme Court Justice Antonin Scalia  no stranger to speaking his mind both from the bench and in his opinions  used the derogatory term ""patent trolls"" in a strongly-worded dissent on Tuesday  saying the controversial entities have been handed a victory by the majority's opinion in a case involving Cisco Systems Inc."
CSCO,Cisco Systems Inc,20150513,Cisco profit edges past estimates despite weak telecom spending ,Cisco Systems Inc's  quarterly profit edged past market estimates as demand for new switches  routers  wireless gear and servers made up for sluggish spending by telecom customers and weak sales in emerging markets.
CSCO,Cisco Systems Inc,20150505,Cisco looks to salesman Robbins for tech leadership ,SEATTLE Chuck Robbins  the veteran salesman chosen by Cisco Systems Inc to succeed legendary CEO John Chambers  must prove he has the technical knowledge to chart a new course and lead the network equipment maker into the new world of cloud-based computing.
CSCO,Cisco Systems Inc,20150504,Cisco veteran Robbins to take over as CEO from Chambers ,Cisco Systems Inc Chief Executive John Chambers will step down in July after 20 years at the helm of the network equipment maker  a symbol of the dot.com stock boom 15 years ago now struggling to boost its bottom line in the era of cloud computing.
CSCO,Cisco Systems Inc,20150216,France says Cisco to invest 100 million euros in French startups ,PARIS U.S. network equipment maker Cisco Systems Inc. plans to invest $100 million in French start-ups  French Prime Minister Manuel Valls' office said on Monday.
CSCO,Cisco Systems Inc,20150212,Wall St. ends sharply higher on tech  Ukraine deal ,NEW YORK U.S. stocks ended sharply higher on Thursday  with a rally in technology stocks leading the Nasdaq to a 15-year high  while a ceasefire agreement between Russia and Ukraine also eased tensions.
CSCO,Cisco Systems Inc,20150211,Robust switching sales power strong quarter for Cisco ,Network equipment maker Cisco Systems Inc  reported stronger-than-expected quarterly revenue and profit as demand for switching equipment and routers helped to make up for weak spending by the company's traditional telecom customers. | Video 
CSCO,Cisco Systems Inc,20150210,Israel's Team8 attracts investment for cyber security firms ,TEL AVIV  Feb 10 Team8  an Israeli venture capital fund focused on the cyber-security industry  said on Tuesday it had raised $18 million in its first round of funding  including investment from Alcatel-Lucent and Cisco .
CSCO,Cisco Systems Inc,20141209,Internet firms push to be left out of EU cybersecurity law ,BRUSSELS Internet companies like Cisco  and Google  are seeking to be excluded from a new EU cybersecurity law that would force them to adopt tough security measures and report serious security breaches to national authorities.
CSCO,Cisco Systems Inc,20141205,Cisco Systems sues rival for infringement of network patents ,WASHINGTON Network equipment maker Cisco Systems Inc filed two lawsuits on Friday against Arista Networks Inc  accusing the smaller rival of copying its networking technologies.
CSCO,Cisco Systems Inc,20141112,Weak telecom spending  emerging markets weigh on Cisco forecast ,Network equipment maker Cisco Systems Inc forecast current-quarter profit below analysts' average estimate  weighed down by capital budget cuts at telecom service providers and weak sales in emerging markets.
CSCO,Cisco Systems Inc,20141022,EMC to buy much of Cisco's stake in joint venture VCE ,Data storage products maker EMC Corp said it will buy much of Cisco System Inc's stake in their joint venture VCE for an undisclosed sum.
CSCO,Cisco Systems Inc,20141009,Cisco to set up $80 million China cloud joint venture with TCL ,BEIJING Cisco Systems Inc will establish an $80 million joint venture with Chinese hardware manufacturer TCL Corp to invest in commercial cloud computing services  TCL said in a stock exchange filing on Thursday.
CSCO,Cisco Systems Inc,20140929,Cisco sets $1 billion investment for global cloud computing network ,WASHINGTON Cisco Systems will invest $1 billion over two years to expand its cloud offerings  the company said on Monday  linking hundreds of data centers and cloud providers around the world in a network with more than 30 partners.
CSCO,Cisco Systems Inc,20140909,Tech  equipment makers join U.S. 'net neutrality' debate ,LAS VEGAS Regulating internet providers more like public utility companies could hurt the Internet and the U.S. economy  more than two dozen network technology and equipment makers have told U.S. Commerce Secretary Penny Pritzker.
CSCO,Cisco Systems Inc,20140814,Cisco to take $700 million in restructuring charges for layoffs ,Network equipment maker Cisco Systems Inc said on Thursday its plan to slash 6 000 jobs will result in restructuring charges of $700 million in cash in the year ending July 2015.
CSCO,Cisco Systems Inc,20140813,Cisco to cut another 6 000 jobs as forecast falls flat ,Cisco Systems Inc  forecast tepid current-quarter results and said it plans to cut another 6 000 jobs  as the network equipment maker works through a transition toward a new cycle of high-end switches and routers.
CSCO,Cisco Systems Inc,20140617,Cisco to buy networking software maker Tail-f Systems ,June 17 Cisco Systems Inc said it would buy privately held Swedish networking software maker Tail-f Systems for about $175 million to expand its network management and automation business.
CSCO,Cisco Systems Inc,20140527,US STOCKS-S&P 500 at fresh record  small caps continue to bounce ,* Cisco shares up on Deutsche Bank upgrade  price target hike
CSCO,Cisco Systems Inc,20140518,Cisco chief urges Obama to curb NSA surveillance activity ,NEW YORK Cisco Systems Inc's chief executive officer has written a letter to President Barack Obama urging him to curtail government surveillance after evidence circulated showing the National Security Agency had intercepted Cisco equipment  a company spokesman said on Sunday.
CSCO,Cisco Systems Inc,20140516,CORRECTED-UPDATE 3-Cisco's strong U.S. sales  popular Nexus product raise revenue ,"(Corrects May 14 story to read ""book-to-bill"" instead of ""book-to-build"" in paragraph 10)"
CSCO,Cisco Systems Inc,20140515,CORRECTED-Cisco shares jump as demand recovers in key markets ,(Corrects paragraph 4 to say book-to-bill ratio  not book-to-build ratio)
CSCO,Cisco Systems Inc,20140514,CORRECTED-UPDATE 1-Cisco's revenue falls less-than-expected  shares up ,(Corrects headline and first paragraph to say shares rose instead of fell)
CSCO,Cisco Systems Inc,20140513,Dow  S&P 500 end at record highs again ,NEW YORK The Dow and the S&P 500 eked out record closing highs again on Tuesday  while the Nasdaq resumed its recent slide  dragged down by shares of Cisco . | Video 
CSCO,Cisco Systems Inc,20140430,Cisco Investments commits $150 million to start-up companies ,SAN FRANCISCO Cisco's corporate venture-capital arm said it would deploy $150 million to start-up companies over the next two to three years  accelerating its investments into areas such as Internet-enabled communication between objects.
CSCO,Cisco Systems Inc,20140331,Cisco rival Arista Networks files for IPO ,Arista Networks Inc  which makes network switches for large data centers  filed for an initial public offering on Monday  the latest in a string of cloud computing firms tapping investor enthusiasm around the technology.
CSCO,Cisco Systems Inc,20140327,Spherix sues Cisco over switches  routers patent infringement ,Spherix Inc  which buys and licenses technology patents  said it filed a lawsuit against Cisco Inc alleging infringement of 11 patents Spherix acquired from Nortel Networks.
CSCO,Cisco Systems Inc,20140324,Cisco joins cloud computing race with $1 billion plan ,Cisco Systems Inc plans to offer cloud computing services  pledging to spend $1 billion over the next two years to enter a market currently led by the world's biggest online retailer Amazon.com Inc.
CSCO,Cisco Systems Inc,20140319,Box names senior Cisco executive to board of directors ahead of IPO ,SAN FRANCISCO  March 19 Online storage provider Box Inc has appointed Cisco Systems Inc senior executive Padmasree Warrior to its board of directors  the company said Wednesday  as it gears up for its anticipated stock market flotation.
CSCO,Cisco Systems Inc,20140314,Cisco says probing possible bribery in Russia  other countries ,NEW YORK Cisco Systems Inc is investigating potential violations of U.S. bribery laws by the company and its resellers in Russia  Eastern Europe and Central Asia  but doesn't expect financial results to be materially affected  it said in a regulatory filing.
CSCO,Cisco Systems Inc,20140313,Polycom eliminates COO position in push to boost margins ,Videoconferencing equipment maker Polycom Inc said it eliminated the position of chief operating officer at a time when the company is cutting costs to better compete against rivals such as Cisco and Google.
CSCO,Cisco Systems Inc,20140224,UPDATE 2-Cisco launches US$8bn bond deal ,NEW YORK  Feb 24 (IFR) - Cisco Systems has launched an US$8 billion seven-tranche jumbo bond issue after being deluged with more than US$21 billion of orders for its first debt transaction in three years.
CSCO,Cisco Systems Inc,20140213,Wall St. closes higher; Nasdaq up for sixth straight day ,NEW YORK Stocks closed higher on Thursday  with the Nasdaq rising for a sixth straight day  as investors looked past disappointing data on consumer spending  chalking the weakness up to weather instead of weaker fundamentals. | Video 
CSCO,Cisco Systems Inc,20140212,BRIEF-Cisco CEO says Q3 revenue to decline in 6-8 pct range ,Feb 12 Cisco Systems Inc :  * CEO says Q3 revenue to decline in 6-8 percent range  * CFO says expects non-GAAP EPS of 47-49 cents per share  * CFO says expects Q3 non-GAAP gross margin in 61-62 percent range
CSCO,Cisco Systems Inc,20140210,FireEye takes on Cisco  Palo Alto with new cyber product ,Cybersecurity firm FireEye Inc plans to take on Cisco Systems Inc and Palo Alto Networks Inc in selling intrusion prevention systems  which help companies detect cyber threats that breach their firewalls.
CSCO,Cisco Systems Inc,20140205,U.S. mobile data traffic to jump nearly eight-fold by 2018: Cisco ,WASHINGTON The volume of data crossing U.S. mobile networks will grow almost eight-fold by 2018  and demand for Internet-connected devices will also skyrocket  according to a report released on Wednesday that poses questions about U.S. spectrum policy.
CSCO,Cisco Systems Inc,20140204,Cisco  Google sign patent agreement ,Google Inc entered into a patent cross-licensing agreement with Cisco Systems Inc  the internet search giant's second such deal in as many months.
CSCO,Cisco Systems Inc,20140124,UPDATE 1-Mexico draws over $7 bln in foreign investment at Davos ,DAVOS  Switzerland  Jan 24 Pepsico  Nestle and Cisco on Friday announced major investments that together totaled more than $7 billion in Mexico  where the government has pushed through a series of economic reforms that aim to boost foreign investment and growth.
CSCO,Cisco Systems Inc,20131221,Germany should ban U.S. contracting companies passing data to NSA: report ,BERLIN U.S. contracting companies such as Cisco  which manages much of the German armed forces' data  should be contractually barred from passing sensitive information to the U.S. security services  a spokesman for Chancellor Angela Merkel's conservatives was quoted saying.
CSCO,Cisco Systems Inc,20131213,Cisco plans to add 1 700 jobs in Canadian expansion ,TORONTO Cisco Systems Inc will expand its research and development operations in Ontario  looking to add 1 700 jobs in the Canadian province over the next six years  the U.S. network equipment maker said on Friday.
CSCO,Cisco Systems Inc,20131212,Cisco cuts long-term revenue  earnings targets ,NEW YORK Cisco Systems Inc on Thursday cut its longer-term earnings and revenue growth targets due to problems in emerging markets  conservative customer spending and stalling growth in its core business of network equipment  the latest in a drumbeat of bleak developments at the Silicon Valley company.
CSCO,Cisco Systems Inc,20131124,HP may have yet another problem: China ,SAN FRANCISCO Signs of rapidly worsening Chinese demand for IT giants IBM and Cisco Systems Inc are starting to spook Hewlett-Packard investors.
CSCO,Cisco Systems Inc,20131122,Insight: For Cisco and Huawei  a bruising rivalry reaches stalemate ,Cisco Systems Inc and Huawei Technologies Co  two of the world's largest communications equipment makers  have been slugging it out for a decade now - in court  in emerging markets  in the lobbies of government and even on blogs.
CSCO,Cisco Systems Inc,20131113,Cisco warns of big second quarter revenue drop  shares fall ,NEW YORK Network equipment maker Cisco Systems Inc warned that its revenue would decline between 8 percent and 10 percent in its second fiscal quarter  sending its shares down almost 10 percent in late trade.
CSCO,Cisco Systems Inc,20131112,Exclusive: Cisco rival Arista Networks picks banks for IPO - sources ,NEW YORK Arista Networks  a maker of network switches that competes with much bigger rival Cisco Systems Inc  has selected banks to lead a proposed initial public offering for next year  according to people familiar with the matter.
CSCO,Cisco Systems Inc,20131106,Cisco buys out start-up Insieme  unveils its products ,NEW YORK Network equipment maker Cisco Systems Inc  looking to protect its core business from new competition  has bought out the remainder of its majority-owned data center technology start-up  Insieme  in a deal that could cost up to $863 million.
CSCO,Cisco Systems Inc,20131018,Exclusive: Motorola looking to exit wireless LAN business - sources ,NEW YORK Motorola Solutions Inc is exploring the sale of its underperforming wireless LAN business  which has grappled with declining share in a market dominated by rivals such as Cisco Systems Inc  people familiar with the matter said.
CSCO,Cisco Systems Inc,20131005,Exclusive: Cisco  Google  SAP discussing BlackBerry bids - sources ,NEW YORK/SAN FRANCISCO BlackBerry Ltd  on the block as its smartphone business struggles  is in talks with Cisco Systems  Google Inc and SAP about selling them all or parts of itself  several sources close to the matter said.
CSCO,Cisco Systems Inc,20131002,Cisco and Facebook collaborating to offer free public Wi-Fi ,NEW YORK  Oct 2 Cisco Systems Inc said on Wednesday it was working with Facebook Inc to offer free Wi-Fi Internet access to consumers at public places such as hotels or retail stores using their Facebook log-in.
CSCO,Cisco Systems Inc,20130930,Cisco CEO John Chambers' salary almost doubled ,Cisco Systems Inc Chief Executive John Chambers' total annual compensation almost doubled  the world's biggest network equipment maker said in a regulatory filing.
CSCO,Cisco Systems Inc,20130916,UPDATE 1-Chipmaker Nvidia hires CFO  ends two-year search ,SAN FRANCISCO  Sept 16 Chipmaker Nvidia  said on Monday it had appointed a former Cisco and Microsoft executive as its new chief financial officer  ending a search of more than two years after its previous CFO left.
CSCO,Cisco Systems Inc,20130827,TiVo posts profit after patent lawsuit settlement ,Video recorder pioneer TiVo Inc posted a quarterly profit as it gained $490 million from a patent litigation settlement with Google Inc's Motorola Mobility and Cisco Systems Inc.
CSCO,Cisco Systems Inc,20130815,US STOCKS-Wall St posts biggest drop since June on weak results ,* Wal-Mart slumps after sales decline; Cisco drags on tech shares
CSCO,Cisco Systems Inc,20130814,Cisco cutting 4 000 jobs  CEO sees 'slow' progress ,Network equipment maker Cisco Systems Inc is cutting 4 000 jobs  or 5 percent of its workforce  as it makes a fresh attempt to reduce costs and refocus on growth areas as it faces uncertain demand for its networking equipment.
CSCO,Cisco Systems Inc,20130716,S&P retreats after eight days of gains as Coca-Cola drags ,NEW YORK The S&P 500 snapped its eight-day winning streak on Tuesday after disappointing sales from Coca-Cola  while investors turned cautious on the day before the Federal Reserve chairman's congressional testimony. | Video 
CSCO,Cisco Systems Inc,20130619,Cisco to invest in Israeli venture capital funds ,JERUSALEM Cisco Systems will invest $15 million in Israeli venture capital funds as part of a broader plan to expand its operations in Israel and outside the United States  the company said on Wednesday.
CSCO,Cisco Systems Inc,20130607,UPDATE 1-TiVo to get $490 mln from settlement with Motorola Mobility  others ,* To enter into patent licensing pacts with Arris  Cisco  Google
CSCO,Cisco Systems Inc,20130601,COLUMN - Tech  prosperity and peace on West Bank ,RAMALLAH  West Bank  May 31 At first glance  it is a tech utopian's dream. For the last two years  several dozen Palestinian entrepreneurs have been getting training from Israeli high tech experts courtesy of the American firm Cisco Systems.
CSCO,Cisco Systems Inc,20130516,Aruba Networks sees weak fourth quarter as Cisco competition intensifies ,Network equipment maker Aruba Networks Inc  forecast fourth-quarter results well below Wall Street expectations hurt by rising competition from Cisco Systems Inc   sending its shares down 17 percent after the bell.
CSCO,Cisco Systems Inc,20130515,Cisco profit beats Street  shares rise on outlook ,NEW YORK Network equipment maker Cisco Systems Inc posted a higher than expected quarterly profit and said current-quarter revenue could increase  giving some relief to investors who had worried it was being hurt by weak technology spending.
CSCO,Cisco Systems Inc,20130408,Cisco  IBM and others team up on new technology project ,April 8 Cisco Systems  IBM and Citrix have joined forces with other tech companies in a consortium to kickstart the corporate market for software-defined networking (SDN)  aimed at making network management easier and cheaper.
CSCO,Cisco Systems Inc,20130322,Cisco ordered to pay $70 million in civil fraud patent case ,Cisco Systems Inc must pay $70 million in damages to patent licenser XpertUniverse Inc for fraudulently obtaining technology developed by the New York company  a jury found on Friday  according to court filings.
CSCO,Cisco Systems Inc,20130321,MARKET PULSE-Shipping stocks  Oracle  Cisco  Guess  Tilly's  Scholastic ,March 21 Some U.S. stocks on the move on Thursday:for the Morning News Call newsletter )
CSCO,Cisco Systems Inc,20130314,Anti-patent troll bill faces questions in U.S. hearing ,WASHINGTON  March 14 Lawmakers asked on Thursday whether a bill aimed at stopping abusive patent litigation that costs companies millions of dollars each year could end up hurting legitimate companies whose inventions have been infringed.
