company,date,time
Alphabet Inc Class C (GOOG),2018-08-20,Lawsuit says Google tracks phone users regardless of privacy settings
Alphabet Inc Class C (GOOG),2018-08-20,U.S. firms warn next China tariffs to cost Americans from cradle to grave
Alphabet Inc Class C (GOOG),2018-08-20,Apple removes illegal lottery apps from China store
Alphabet Inc Class C (GOOG),2018-08-18, Despite Mining Ban  Mining App Appears on Google Play 
Alphabet Inc Class C (GOOG),2018-08-18,Chinese internet stock sell-off may shake faith in FANGs
Alphabet Inc Class C (GOOG),2018-08-17,Exclusive: U.S. government seeks Facebook help to wiretap Messenger - sources
Alphabet Inc Class C (GOOG),2018-08-17,Wall Street rises on upbeat trade news
Alphabet Inc Class C (GOOG),2018-08-17,U.S. value stocks capitalize on 'FANG' stumbles  with room to run
Alphabet Inc Class C (GOOG),2018-09-12,Amazon  Apple  others to testify before U.S. Senate on data privacy September 26
Alphabet Inc Class C (GOOG),2018-09-12,Tech stocks pressure Wall Street; Apple down ahead of event
Alphabet Inc Class C (GOOG),2018-09-12,Tech  media shares find new home in sector overhaul
Alphabet Inc Class C (GOOG),2018-09-12,Mozilla co-founder's Brave files adtech complaint against Google
Alphabet Inc Class C (GOOG),2018-09-12,EU lawmakers back publishers over tech giants on copyright
Alphabet Inc Class C (GOOG),2018-09-12,EU plans fines over misuse of voter data to sway polls
Alphabet Inc Class C (GOOG),2018-09-12,Stocks - Apple Gains in Pre-market; Facebook  Google Fall; Nielsen Jumps
Alphabet Inc Class C (GOOG),2018-09-12,How tech jobs helped Rust Belt become house-flipping hotspot
Alphabet Inc Class C (GOOG),2018-09-12,Trade war takes a heavy toll on Chinese stocks  and investors
Alphabet Inc Class C (GOOG),2018-09-12,Tencent under pressure to step up its game as regulatory restrictions bite
Alphabet Inc Class C (GOOG),2018-08-24,Trump accuses social media firms of 'silencing millions'
Alphabet Inc Class C (GOOG),2018-08-24, Linda (LINDA) Project Opens LindaX Token Pre-Sale 
Alphabet Inc Class C (GOOG),2018-08-24,'Old' bull market sputters on while tech inflows slow: BAML
Alphabet Inc Class C (GOOG),2018-08-24,German military turns to under 18s to boost recruitment
Alphabet Inc Class C (GOOG),2018-08-24,Waymo sets up subsidiary in Shanghai as Google plans China push
Alphabet Inc Class C (GOOG),2018-08-23,After 'Crazy Rich Asians ' 'Searching' breaks more new ground
Alphabet Inc Class C (GOOG),2018-08-23,Google removes several blogs  YouTube accounts linked to Iran
Alphabet Inc Class C (GOOG),2018-08-23,Alibaba revenue soars 61%  topping the FAANG + BAT group
Alphabet Inc Class C (GOOG),2018-08-23, KIN-Dedicated Kinit App Arrives in iOS App Store 
Alphabet Inc Class C (GOOG),2018-08-23,UK opposition Labour proposes tax on tech giants in media shake-up
Alphabet Inc Class C (GOOG),2018-08-16,Kroger begins tests of driverless grocery delivery in Arizona
Alphabet Inc Class C (GOOG),2018-08-16,Exclusive: Amazon considering UK insurance comparison site - sources
Alphabet Inc Class C (GOOG),2018-08-16,Russians Buy Apple  Amazon as Sanctions Push Investment Overseas
Alphabet Inc Class C (GOOG),2018-08-16,Serbia turns to tech industry to fight economic stagnation
Alphabet Inc Class C (GOOG),2018-08-16,After #MeToo  Hollywood women seize power behind TV camera
Alphabet Inc Class C (GOOG),2018-08-16,Digital payment firms fight for Hong Kong market
Alphabet Inc Class C (GOOG),2018-08-15,Stocks - Dow Downed by Toxic Turkey  Plunging Energy Stocks
Alphabet Inc Class C (GOOG),2018-08-15,NetApp Earnings  Revenue Beat in Q1
Alphabet Inc Class C (GOOG),2018-08-15,Cisco Earnings  Revenue Beat in Q4
Alphabet Inc Class C (GOOG),2018-08-15,Google provides data on U.S. political advertising
Alphabet Inc Class C (GOOG),2018-08-17,Trump  Erdogan  Bezos – Jackson Hole Rogues: Economy Week Ahead
Alphabet Inc Class C (GOOG),2018-08-17, NKB Group: Google Tacitly Works on Blockchain Technology Projects 
Alphabet Inc Class C (GOOG),2018-08-17,Indonesia's Go-Jek close to profits in all segments  except transport: CEO
Alphabet Inc Class C (GOOG),2018-08-16,Google employees demand more oversight of China search engine plan
Alphabet Inc Class C (GOOG),2018-08-16,As Nvidia expands in artificial intelligence  Intel defends turf
Alphabet Inc Class C (GOOG),2018-08-16,Applied Materials Earnings  Revenue Beat in Q3
Alphabet Inc Class C (GOOG),2018-08-16,NVIDIA Earnings  Revenue Beat in Q2
Alphabet Inc Class C (GOOG),2018-08-16,Nvidia forecast lags Wall Street as crypto demand evaporates
Alphabet Inc Class C (GOOG),2018-08-16,Indian streaming firm Hotstar sees blended revenues as winning strategy
Alphabet Inc Class C (GOOG),2018-08-16,China's JD.com looks to warehousing assets to help revive profits
Alphabet Inc Class C (GOOG),2018-08-15,Google provides data on U.S. political advertising
Alphabet Inc Class C (GOOG),2018-08-15,Brazil may probe Google over its cell phone system: report
Alphabet Inc Class C (GOOG),2018-08-15, Ex-Google Engineer Accuses Bitmain of Meddling with Bitcoin Cash (BCH) 
Alphabet Inc Class C (GOOG),2018-08-15,Nasty Earnings Surprises Dog China’s Tech Darlings
Alphabet Inc Class C (GOOG),2018-08-15,Twitter joins social peers in suspending Alex Jones
Alphabet Inc Class C (GOOG),2018-08-14,Soros Fund Management adds popular tech names  BlackRock in second quarter
Alphabet Inc Class C (GOOG),2018-08-14,Agilent Technologies Earnings Beat  Revenue Inline In Q3
Alphabet Inc Class C (GOOG),2018-08-14,U.S. hedge funds bet on retail  tech in second-quarter as economy sizzled
Alphabet Inc Class C (GOOG),2018-08-14,From laboratory in far west  China's surveillance state spreads quietly
Alphabet Inc Class C (GOOG),2018-08-14,Tech still all the rage while bears prowl emerging markets: BAML survey
Alphabet Inc Class C (GOOG),2018-08-14,Australia plans law for tech firms to hand over encrypted private data
Alphabet Inc Class C (GOOG),2018-08-13,"WSJ: India looks to ""level playing field"" with U.S. tech giants"
Alphabet Inc Class C (GOOG),2018-08-13,Independent labels urge EU to block Sony's $2.3 billion bid for EMI
Alphabet Inc Class C (GOOG),2018-08-13,The latest portfolio moves by Third Point
Alphabet Inc Class C (GOOG),2018-08-13,WSJ: Google wooing partners for potential China expansion
Alphabet Inc Class C (GOOG),2018-08-12,U.S. House candidates vulnerable to hacks: researchers
Alphabet Inc Class C (GOOG),2018-08-10,'Adopt a unicorn': Indonesia eyes plan to help startups expand across southeast Asia
Alphabet Inc Class C (GOOG),2018-08-09,Dropbox results top estimates on higher subscriber additions
Alphabet Inc Class C (GOOG),2018-08-09,Samsung unveils gaming-friendly Galaxy Note 9 to boost sales
Alphabet Inc Class C (GOOG),2018-08-09,Is SpaceX the model for a private Tesla?
Alphabet Inc Class C (GOOG),2018-08-09,Yelp leaps 29% after Q2 beat as analysts raise targets
Alphabet Inc Class C (GOOG),2018-08-09,Baidu's DuerOS reaches 100M installs
Alphabet Inc Class C (GOOG),2018-08-09,Apple says it is monitoring Infowars app for content violations
Alphabet Inc Class C (GOOG),2018-08-08,Roku's platform drives quarterly revenue beat  shares jump
Alphabet Inc Class C (GOOG),2018-08-08,S&P 500  Dow edge down as oil prices  trade worries weigh
Alphabet Inc Class C (GOOG),2018-08-08,Invesco QQQ ETF (QQQ) July Summary
Alphabet Inc Class C (GOOG),2018-08-08,Pot for pets: U.S. federal law puts vets into a quandary
Alphabet Inc Class C (GOOG),2018-08-08,New genre of artificial intelligence programs take computer hacking to another level
Alphabet Inc Class C (GOOG),2018-08-07,Apple tells lawmakers iPhones are not listening in on consumers
Alphabet Inc Class C (GOOG),2018-08-07,Oracle Corp files protest over Pentagon cloud computing contract
Alphabet Inc Class C (GOOG),2018-09-05,Smartphone slowdown tests new leadership at Taiwan's chip champion
Alphabet Inc Class C (GOOG),2018-09-05,Top 5 Things to Know in The Market on Wednesday
Alphabet Inc Class C (GOOG),2018-09-05,Big tech to testify before Senate
Alphabet Inc Class C (GOOG),2018-09-04,JD.com CEO was arrested on allegation of rape: police report
Alphabet Inc Class C (GOOG),2018-09-04,Facebook  Twitter face U.S. Congress over politics and the internet
Alphabet Inc Class C (GOOG),2018-09-04,Facebook  Nike drag Wall Street lower; trade concerns linger
Alphabet Inc Class C (GOOG),2018-09-04,Twitter testimony: Politics has no role in decisions
Alphabet Inc Class C (GOOG),2018-09-04,Study: Telecoms throttling traffic to top video apps
Alphabet Inc Class C (GOOG),2018-09-04,Germany seeks to curb internet giants' dominance
Alphabet Inc Class C (GOOG),2018-09-04,Amazon eyes Chilean skies as it seeks to datamine the stars
Alphabet Inc Class C (GOOG),2018-08-07,Uber doubles down on freight business
Alphabet Inc Class C (GOOG),2018-08-07,Amazon and Microsoft nudge S&P 500 closer to record high
Alphabet Inc Class C (GOOG),2018-08-07,EU's top court backs copyright holder in landmark ruling
Alphabet Inc Class C (GOOG),2018-08-07,FAANGs Are More Solo Acts Than a Tech Supergroup
Alphabet Inc Class C (GOOG),2018-08-07,Baidu ready to beat Google if U.S. firm returns to China: CEO
Alphabet Inc Class C (GOOG),2018-08-07,Free speech debate among Big Tech
Alphabet Inc Class C (GOOG),2018-08-06,Apple  YouTube  and others drop conspiracy theorist Alex Jones
Alphabet Inc Class C (GOOG),2018-08-06,Asian Markets Mixed as China-U.S. Trade Dispute Continues to Boil
Alphabet Inc Class C (GOOG),2018-08-06,China's Yuan Pares Gains  Stocks Decline as Trade Worry Persists
Alphabet Inc Class C (GOOG),2018-08-06,Tencent Climbs Amid Reports of Google Partnership 
Alphabet Inc Class C (GOOG),2018-08-04,Exclusive: India panel wants localization of cloud storage data in possible blow to big tech firms
Alphabet Inc Class C (GOOG),2018-08-03,Google in talks with Tencent  others for cloud services in China - BBG
Alphabet Inc Class C (GOOG),2018-08-03,Race is on for second place after Apple's $1 trillion valuation
Alphabet Inc Class C (GOOG),2018-08-03,Wall Street eyes more gains from Apple  its $1 trillion stock
Alphabet Inc Class C (GOOG),2018-08-03,Investors pull money from U.S. large-cap stocks as tech retains crown: BAML
Alphabet Inc Class C (GOOG),2018-08-02,Apple breaches $1 trillion stock market valuation
Alphabet Inc Class C (GOOG),2018-08-02,Apple  $1 Trillion and Stock Market Bubbles
Alphabet Inc Class C (GOOG),2018-08-02,S&P 500  Nasdaq rise as Apple hits $1 trillion mark
Alphabet Inc Class C (GOOG),2018-08-02,Stocks - S&P 500 Closes Higher  Apple's $1-Trillion Valuation Lifts Tech
Alphabet Inc Class C (GOOG),2018-08-02,Apple Reaches $1 Trillion in Market Capitalization
Alphabet Inc Class C (GOOG),2018-08-29,Trump renews attack against technology companies
Alphabet Inc Class C (GOOG),2018-08-29,Senate panel to hear from Twitter  Facebook next week
Alphabet Inc Class C (GOOG),2018-08-29,Wall Street extends rally  tech leads S&P  Nasdaq to record highs
Alphabet Inc Class C (GOOG),2018-08-29,Stocks - S&P Closes Above 2 900 for First Time on Tech  Trade Optimism
Alphabet Inc Class C (GOOG),2018-08-29, Some Crypto-Mining Apps Survived Google’s Ban Even after Deadline 
Alphabet Inc Class C (GOOG),2018-08-29,Short Bets on World’s Biggest Tech Stocks Surge to $37 Billion
Alphabet Inc Class C (GOOG),2018-08-29,Stocks - Wall Street Starts Flat as Trade Tensions Continue
Alphabet Inc Class C (GOOG),2018-08-29,Facebook rolls out Watch video service internationally
Alphabet Inc Class C (GOOG),2018-08-29,Trump unblocks more Twitter users after U.S. court ruling
Alphabet Inc Class C (GOOG),2018-08-28,Exclusive: Iran-based political influence operation - bigger  persistent  global
Alphabet Inc Class C (GOOG),2018-08-02,Apple in touch with Chinese telcos on ways to cut spam
Alphabet Inc Class C (GOOG),2018-08-02,As Apple Claws to $1 Trillion  Ghost of Past Giants Haunt It
Alphabet Inc Class C (GOOG),2018-08-02,Google plans return to China search market with censored app: sources
Alphabet Inc Class C (GOOG),2018-08-02,This is What Apple Needs to Reach a $1 Trillion Market Cap 
Alphabet Inc Class C (GOOG),2018-08-01,Stocks - S&P 500 Closes Lower as Trade-War Jitters Offset Tech Rally
Alphabet Inc Class C (GOOG),2018-08-01,Scolding from Chinese state media dampens Apple's earnings cheer
Alphabet Inc Class C (GOOG),2018-08-01,U.S. lawmakers demand firms do more to fight fake social media
Alphabet Inc Class C (GOOG),2018-08-01,U.S. Treasury proposes rules on repatriating overseas corporate income
Alphabet Inc Class C (GOOG),2018-08-01,Stocks - Apple  Campbell Soup Jump in Pre-market; Tesla  Google Gain
Alphabet Inc Class C (GOOG),2018-08-01,The Intercept: Google plans censored search in China; Baidu -7.6%
Alphabet Inc Class C (GOOG),2018-07-29,Bitcoin Slips as Google Bans Crypto Mining on Android Play Store 
Alphabet Inc Class C (GOOG),2018-07-29,'He looked like a terrorist!' How a drive in rural India ended in a mob attack and a lynching
Alphabet Inc Class C (GOOG),2018-07-28,UK lawmakers: Hold tech firms liable for fake news
Alphabet Inc Class C (GOOG),2018-07-28, Google Shuts Down Rumor Mill Over Its Crypto Ban 
Alphabet Inc Class C (GOOG),2018-07-28, Google Bans All Crypto Mining Apps from Play Store 
Alphabet Inc Class C (GOOG),2018-07-27,YouTube plans original programing in India  Japan and other markets
Alphabet Inc Class C (GOOG),2018-07-27,Trump administration working on consumer data privacy policy
Alphabet Inc Class C (GOOG),2018-07-27,IBM wins $83 million from Groupon in internet patent fight
Alphabet Inc Class C (GOOG),2018-07-27,Take Five: World markets themes for the week ahead
Alphabet Inc Class C (GOOG),2018-07-27,Amazon shares hit record high as profit tops $2 billion for first time
Alphabet Inc Class C (GOOG),2018-08-01,Google plans censored version of search engine in China: The Intercept
Alphabet Inc Class C (GOOG),2018-07-31,Industrials  tech lead Wall Street gains on renewed trade hopes
Alphabet Inc Class C (GOOG),2018-07-31,Trade war and iPhone sales: What to watch for in Apple earnings
Alphabet Inc Class C (GOOG),2018-07-31,Israeli court jails Arab poet for online incitement to terrorism
Alphabet Inc Class C (GOOG),2018-07-30,Uber to stop developing self-driving trucks
Alphabet Inc Class C (GOOG),2018-07-30,Bitcoin slips below $8 000 as investors step away from risk
Alphabet Inc Class C (GOOG),2018-07-30,Nasdaq drops as FAANG growth worries persist
Alphabet Inc Class C (GOOG),2018-07-30,Uganda's social media tax will harm business  deter investment: executives
Alphabet Inc Class C (GOOG),2018-07-30,Walmart stumbles with its 'last mile' package delivery plan
Alphabet Inc Class C (GOOG),2018-07-30,India looking to compel e-commerce  social media firms to store data locally
Alphabet Inc Class C (GOOG),2018-07-27, MetaMask Publishes Statement After Delisting and Reinstatement in Google Web Store 
Alphabet Inc Class C (GOOG),2018-07-27,Sell long-in-the-tooth FAANGs  build up BRICs  say analysts
Alphabet Inc Class C (GOOG),2018-07-26,Trump accuses Twitter of stifling Republicans  offers no evidence
Alphabet Inc Class C (GOOG),2018-07-26,Amazon earnings skyrocket on cloud computing  advertising
Alphabet Inc Class C (GOOG),2018-07-26,Amazon beats estimates  Wall St. breathes sigh of relief
Alphabet Inc Class C (GOOG),2018-07-26,Zuckerberg loses $16 billion in record Facebook fall
Alphabet Inc Class C (GOOG),2018-07-26,Top Facebook  Twitter executives to testify in Sept. on U.S. election meddling
Alphabet Inc Class C (GOOG),2018-07-26,Facebook rattles Nasdaq  but trade optimism boosts Dow
Alphabet Inc Class C (GOOG),2018-07-26,Stock market newbie Spotify hits targets  plays down challenges
Alphabet Inc Class C (GOOG),2018-07-26,Stocks - Facebook Still Tanking Midday; Amazon  Twitter  PayPal off Too 
Alphabet Inc Class C (GOOG),2018-07-26,Google launches free Wi-Fi hotspot network in Nigeria
Alphabet Inc Class C (GOOG),2018-07-26,Weekly Comic: Facebook’s Grim Forecast Drags Down #FAANG stocks
Alphabet Inc Class C (GOOG),2018-07-26,Alphabet Earns A Wave Of Price Target Increases After Earnings Beat  
Alphabet Inc Class C (GOOG),2018-07-26,Tech set to crater at the open
Alphabet Inc Class C (GOOG),2018-07-26,Top 5 Things To Know In The Market On Thursday
Alphabet Inc Class C (GOOG),2018-07-26,China's Huawei to raise annual R&D budget to at least $15 billion
Alphabet Inc Class C (GOOG),2018-07-26, Chipmaker AMD Sees Weakness in Crypto-Related Sales Persisting in Q3 
Alphabet Inc Class C (GOOG),2018-07-26,Retailers set sights on Facebook  Google ad revenue
Alphabet Inc Class C (GOOG),2018-07-25,China's Pinduoduo prices U.S. IPO at top of range  raises $1.6 billion: sources
Alphabet Inc Class C (GOOG),2018-07-25,Facebook says will add Shaquille show  singing contest to video lineup
Alphabet Inc Class C (GOOG),2018-07-25,China pulls approval for Facebook's planned venture: NYT
Alphabet Inc Class C (GOOG),2018-07-25,Facebook's grim forecast: privacy push will erode profits for years
Alphabet Inc Class C (GOOG),2018-07-25,Wall St. rises as Trump touts EU trade concessions
Alphabet Inc Class C (GOOG),2018-07-25,Day Ahead: Top 3 Things to Watch
Alphabet Inc Class C (GOOG),2018-07-25,MetaMask Browser Extension Pulled From Google Chrome Store for 5 Hours  ‘Unsure’ of Cause
Alphabet Inc Class C (GOOG),2018-07-25, Is Binance Really Entering Regulatory-Tough South Korean Market? 
Alphabet Inc Class C (GOOG),2018-07-25,Study warns of rising hacker threats to SAP  Oracle business software
Alphabet Inc Class C (GOOG),2018-07-25,Waymo self-driving cars to ferry Walmart shoppers in Arizona trial
Alphabet Inc Class C (GOOG),2018-07-25, Coinbase Users Can Convert Cryptos to e-Gifts Thanks to Partnership with WeGift 
Alphabet Inc Class C (GOOG),2018-07-25,Global stocks rally stalls ahead of U.S.-EU trade meeting
Alphabet Inc Class C (GOOG),2018-07-24,AT&T revenue misses Wall Street estimates  shares slip
Alphabet Inc Class C (GOOG),2018-07-24,Facebook plans innovation hub in China despite tightening censorship
Alphabet Inc Class C (GOOG),2018-07-24,Stocks - Dow Notches Triple-Digit Gains Amid Earnings-Infused Rally
Alphabet Inc Class C (GOOG),2018-07-24, BTC Moves Above $8 250; Has More Room to Run Based on These Factors 
Alphabet Inc Class C (GOOG),2018-07-24,Ford follows GM's Cruise move with self-driving spinoff
Alphabet Inc Class C (GOOG),2018-07-24,S&P  Dow rise as Alphabet results boost earnings optimism
Alphabet Inc Class C (GOOG),2018-07-24, Singapore Airlines Launches KrisPay  a Digital Wallet to Be Used with KrisFlyer Loyalty Program 
Alphabet Inc Class C (GOOG),2018-07-24, Google Adds Three Altcoins’ Prices to Its Search Results 
Alphabet Inc Class C (GOOG),2018-07-24,Stocks - Google Leads Tech Charge Midday; Facebook  PayPal Gain
Alphabet Inc Class C (GOOG),2018-07-24,Gold Prices Get Some Respite From Weaker Dollar
Alphabet Inc Class C (GOOG),2018-07-23,S&P 500 index rises as climbing yields boost financial sector stocks
Alphabet Inc Class C (GOOG),2018-07-23, Google Cloud to Float Better With Help of Blockchain 
Alphabet Inc Class C (GOOG),2018-07-23,Stocks - Dow Closes Modestly Lower; Google Q2 Earnings Top Estimates
Alphabet Inc Class C (GOOG),2018-07-23,Stocks - Micron Sinks Midday; Google Up Ahead of Earnings 
Alphabet Inc Class C (GOOG),2018-07-23,Stocks- Wall Street Opens Lower as Technology Stocks Fall 
Alphabet Inc Class C (GOOG),2018-07-23,Further FAANG Disappointments Could Be Detrimental: Taking Stock
Alphabet Inc Class C (GOOG),2018-07-23,Stocks-  U.S. Futures Down as Investors Wait for Earnings Results
Alphabet Inc Class C (GOOG),2018-07-23,Top 5 Things To Know In The Market On Monday: Trump  Iran  Google
Alphabet Inc Class C (GOOG),2018-07-23,Economic Calendar: Top Things To Watch 
Alphabet Inc Class C (GOOG),2018-07-22,Europeans press for digital tax at G20 meeting
Alphabet Inc Class C (GOOG),2018-07-22,Economic Calendar - Top 5 Things To Watch This Week: Trade  Earnings  GDP
Alphabet Inc Class C (GOOG),2018-07-20,Amazon  Toyota  Alcoa and others working to counter Trump's tariff plans
Alphabet Inc Class C (GOOG),2018-07-20,Microsoft shares at all-time high after bumper results
Alphabet Inc Class C (GOOG),2018-07-19,At patent trial  Groupon casts IBM as shaking down other tech companies
Alphabet Inc Class C (GOOG),2018-07-19,First Trust declares monthly distributions
Alphabet Inc Class C (GOOG),2018-07-19,Trump slams EU over $5 billion fine on Google
Alphabet Inc Class C (GOOG),2018-07-19, Stratis (STRAT) Project Released iOS Identity System 
Alphabet Inc Class C (GOOG),2018-07-19,New Tariffs Will Hit Tech Far And Wide  
Alphabet Inc Class C (GOOG),2018-07-19,Vietnam says controversial cybersecurity law aims to protect online rights
Alphabet Inc Class C (GOOG),2018-07-19, Digital Asset Adds Three Top Executives to Board 
Alphabet Inc Class C (GOOG),2018-07-19,Morgan Stanley: Strong Earnings Won't Power Up Stock Market 
Alphabet Inc Class C (GOOG),2018-07-19,Alphabet to deploy balloon Internet in Kenya with Telkom in 2019
Alphabet Inc Class C (GOOG),2018-07-18,EU order against Google opens new doors for mobile industry
Alphabet Inc Class C (GOOG),2018-07-18,Europe hits Google with record $5 billion antitrust fine  appeal ahead
Alphabet Inc Class C (GOOG),2018-07-18,Amazon.com's stock market value hits $900 billion  threatens Apple
Alphabet Inc Class C (GOOG),2018-07-18,Aston Martin unveils 'sports car for the skies' at airshow
Alphabet Inc Class C (GOOG),2018-07-18,Stocks - Morgan Stanley  CSX  United Jump in Pre-market  Google Drops
Alphabet Inc Class C (GOOG),2018-07-18,The elite engineers leading a challenge to India's homosexuality ban
Alphabet Inc Class C (GOOG),2018-07-18,Top 5 Things To Know In The Market On Wednesday
Alphabet Inc Class C (GOOG),2018-07-18,Google launches game on Tencent's Wechat as it eyes China market
Alphabet Inc Class C (GOOG),2018-07-17,Wall St. climbs on Powell comments  earnings
Alphabet Inc Class C (GOOG),2018-07-17,Social media companies defend filtering practices before Congress
Alphabet Inc Class C (GOOG),2018-07-17,EU's Vestager to brief Google CEO ahead of record Android fine: source
Alphabet Inc Class C (GOOG),2018-07-17,Alphabet's GV leads $16 million investment in site rental firm Peerspace
Alphabet Inc Class C (GOOG),2018-07-17,U.S. lawmakers urge Google  Facebook to resist Vietnam cybersecurity law
Alphabet Inc Class C (GOOG),2018-07-17,Amazon  MLB add machine-learned stats to cloud deal
Alphabet Inc Class C (GOOG),2018-07-17,House Republican backs effort to restore net neutrality rules
Alphabet Inc Class C (GOOG),2018-07-17,U.S. lawmakers urge Facebook  Google to resist Vietnam cybersecurity law
Alphabet Inc Class C (GOOG),2018-07-17,Funds cut global equity holdings  cite trade war risk: BAML poll
Alphabet Inc Class C (GOOG),2018-07-17,Top 5 Things To Know In The Market On Tuesday
Alphabet Inc Class C (GOOG),2018-07-13,Facebook  Twitter  Alphabet to testify at U.S. House hearing
Alphabet Inc Class C (GOOG),2018-07-13,Top 5 Things That Moved Markets This Past Week
Alphabet Inc Class C (GOOG),2018-07-13,Facebook  Twitter  Google to return to Capitol on Tuesday (updated)
Alphabet Inc Class C (GOOG),2018-07-13,EU digital chief urges lawmakers to ease tough copyright stand
Alphabet Inc Class C (GOOG),2018-07-13,Microsoft urges regulation of facial recognition
Alphabet Inc Class C (GOOG),2018-07-13,Trade policy uncertainty could bolster U.S. defensive stock sectors
Alphabet Inc Class C (GOOG),2018-07-13, Token Talk: Dx Chain ICO and GAMB ICO review 
Alphabet Inc Class C (GOOG),2018-07-13,Silicon Valley employees flex newfound political muscles
Alphabet Inc Class C (GOOG),2018-07-12,Wall Street bounces back; technology  industrials lead
Alphabet Inc Class C (GOOG),2018-07-12,Microsoft debuts free tier in competitive workplace chat app market
Alphabet Inc Class C (GOOG),2018-07-17,Chinese discounter Pinduoduo aims for up to $1.63 billion in US IPO
Alphabet Inc Class C (GOOG),2018-07-17,U.S. ban on China’s ZTE forces telecoms to rethink business: sources
Alphabet Inc Class C (GOOG),2018-07-17,IBM in patent dispute with Groupon
Alphabet Inc Class C (GOOG),2018-07-16,IBM seeks $167 million from Groupon in dispute over early internet patents
Alphabet Inc Class C (GOOG),2018-07-16,Apple's App Store revenue nearly double Google's in 1H18
Alphabet Inc Class C (GOOG),2018-07-16,Moment of truth for Google as record EU antitrust fine looms
Alphabet Inc Class C (GOOG),2018-07-16, Poloniex Launches Official Mobile App for iOS  Android 
Alphabet Inc Class C (GOOG),2018-07-16,FANG surge leads stock market recovery  putting Netflix in spotlight
Alphabet Inc Class C (GOOG),2018-07-16,Power to the drones: utilities place bets on robots
Alphabet Inc Class C (GOOG),2018-07-15,Rolls-Royce plans for take-off in flying taxi market
Alphabet Inc Class C (GOOG),2018-07-12,Microsoft hits new high  $800B market cap
Alphabet Inc Class C (GOOG),2018-07-12, Cardano (ADA) Technical Analysis: Bullish Double Bottom Breakout Possible 
Alphabet Inc Class C (GOOG),2018-07-11,Thai boys wave to the world in first video since their rescue
Alphabet Inc Class C (GOOG),2018-07-11,Alphabet to make Loon  Wing projects independent companies
Alphabet Inc Class C (GOOG),2018-07-11,AT&T to sell Magic Leap's augmented reality gadget in U.S.
Alphabet Inc Class C (GOOG),2018-07-11,Mapping startup hires Apple computer vision expert
Alphabet Inc Class C (GOOG),2018-07-11,Nomura says Buy to Alphabet  Facebook on regulatory scrutiny
Alphabet Inc Class C (GOOG),2018-07-11,Stocks - Comcast  Google  Tesla  WD-40 Fall in Pre-Market
Alphabet Inc Class C (GOOG),2018-07-11, DigiByte (DGB): How High Will It Go This Time? 
Alphabet Inc Class C (GOOG),2018-07-11,Ex-Apple worker charged with stealing self-driving car trade secrets
Alphabet Inc Class C (GOOG),2018-07-10,Daimler  Bosch to deploy self-driving taxis in California test program
Alphabet Inc Class C (GOOG),2018-07-10,Analog Devices to partner with Baidu on autonomous driving project
Alphabet Inc Class C (GOOG),2018-07-10,U.S. regulators grappling with self-driving vehicle security
Alphabet Inc Class C (GOOG),2018-07-10, Russian Kaspersky Lab Prevents 100K Crypto Theft Attempts in 2018 
Alphabet Inc Class C (GOOG),2018-07-10,Messages  sketches and hashtags: Thai cave rescue dominates social media
Alphabet Inc Class C (GOOG),2018-07-10,Google leans more on algorithms for ads as critics highlight risks
Alphabet Inc Class C (GOOG),2018-07-10, Sergey Brin Says Google Missed Out on Early Adoption of Cryptocurrency Technology 
Alphabet Inc Class C (GOOG),2018-07-10,BMW to join board of Baidu's autonomous driving platform Apollo
Alphabet Inc Class C (GOOG),2018-07-09,House Republicans query Apple  Alphabet on privacy  data practices
Alphabet Inc Class C (GOOG),2018-07-09,Uber  Alphabet invest in bike sharing service Lime
Alphabet Inc Class C (GOOG),2018-07-09,EU Google decision delayed to next week  source says  as Trump visits
Alphabet Inc Class C (GOOG),2018-07-09,Invesco QQQ ETF (QQQ) June Summary
Alphabet Inc Class C (GOOG),2018-07-09,Groupon up 11% on reported sale interest
Alphabet Inc Class C (GOOG),2018-07-08,France says Europe united against U.S. tariffs as Germany eyes negotiation
Alphabet Inc Class C (GOOG),2018-07-07,Huawei says does not expect U.S. sanctions: press
Alphabet Inc Class C (GOOG),2018-07-06,Netgear's Arlo unit files for IPO; shares +3%
Alphabet Inc Class C (GOOG),2018-07-05,Venture firm Atomico signs up ex-Uber and Google managers
Alphabet Inc Class C (GOOG),2018-07-05,EU lawmakers reject tough line on copyright reform
Alphabet Inc Class C (GOOG),2018-07-05,At Russia's World Cup  Google Translate breaks language barriers
Alphabet Inc Class C (GOOG),2018-07-05, Token Talk: Foam ICO and Noia ICO Review (Developeo ICO gets honourable mention) 
Alphabet Inc Class C (GOOG),2018-07-05,The 10 countries most at risk from a trade war between the US and China
Alphabet Inc Class C (GOOG),2018-07-05,Kenya to use Alphabet's balloons for rural internet
Alphabet Inc Class C (GOOG),2018-07-04,The China-U.S. Power Struggle Is Just Beginning
Alphabet Inc Class C (GOOG),2018-07-04,Uganda leader says social media used for 'lying'  defends tax for access
Alphabet Inc Class C (GOOG),2018-07-04,Maradona calls English win 'monumental robbery'
Alphabet Inc Class C (GOOG),2018-07-03,Chile's Pinera to meet CEOs of Amazon  Alphabet next week
Alphabet Inc Class C (GOOG),2018-07-03,Ex-Intel executive departs Google as chipmaker searches for CEO
